Title,Author,ISBN,Circulation,Library,Branch,Code,Variable,Total_2010,Total_2011,Total_2013,Total_2012,Total_2015,Total_2014,Total_2017,Total_2016,year,value
NA,NA,NA,NA,NA,Hamline Midway,C05M,Other Physical Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,8
NA,NA,NA,NA,NA,Hamline Midway,C06M,Total Materials (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2013,26449
NA,NA,NA,NA,NA,Hamline Midway,C07M,Print Serial Subscriptions,NA,NA,NA,NA,NA,NA,NA,NA,2013,44
NA,NA,NA,NA,NA,Hamline Midway,NA,Wireless Sessions,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,Hamline Midway,NA,Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2013,18
NA,NA,NA,NA,NA,Hamline Midway,NA,Mobile Devices,NA,NA,NA,NA,NA,NA,NA,NA,2013,6
NA,NA,NA,NA,NA,Hayden Heights,P01M,Population of the Legal Service Area,NA,NA,NA,NA,NA,NA,NA,NA,2013,29960
NA,NA,NA,NA,NA,Hayden Heights,P02aM,Registered Borrowers - Residents,NA,NA,NA,NA,NA,NA,NA,NA,2013,18538
NA,NA,NA,NA,NA,Hayden Heights,P02bM,Registered Borrowers - Reciprocal,NA,NA,NA,NA,NA,NA,NA,NA,2013,5123
NA,NA,NA,NA,NA,Hayden Heights,P02cM,Total Registered Borrowers (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2013,23661
NA,NA,NA,NA,NA,Hayden Heights,P04M,Library Visits,NA,NA,NA,NA,NA,NA,NA,NA,2013,92185
NA,NA,NA,NA,NA,Hayden Heights,P06M,Reference Transactions,NA,NA,NA,NA,NA,NA,NA,NA,2013,31434
NA,NA,NA,NA,NA,Hayden Heights,P08M,Stations,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,Hayden Heights,P09M,Users of Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2013,19115
NA,NA,NA,NA,NA,Hayden Heights,NA,Wireless Sessions,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,Hayden Heights,P15M,Children's Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,50738
NA,NA,NA,NA,NA,Hayden Heights,P16M,Children's Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2013,235
NA,NA,NA,NA,NA,Hayden Heights,P17M,Children's Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2013,6398
NA,NA,NA,NA,NA,Hayden Heights,P18M,Yound Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2013,70
NA,NA,NA,NA,NA,Hayden Heights,P19M,Young Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2013,587
NA,NA,NA,NA,NA,Hayden Heights,P20M,Adult Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,47269
NA,NA,NA,NA,NA,Hayden Heights,P21M,Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2013,195
NA,NA,NA,NA,NA,Hayden Heights,P22M,Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2013,1399
NA,NA,NA,NA,NA,Hayden Heights,P23M,Other Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,0
NA,NA,NA,NA,NA,Hayden Heights,P24M,Total Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,98007
NA,NA,NA,NA,NA,Hayden Heights,NA,Total Programs (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2013,500
NA,NA,NA,NA,NA,Hayden Heights,NA,Total Attendance (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2013,8384
NA,NA,NA,NA,NA,Hayden Heights,C01M,Print Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,39739
NA,NA,NA,NA,NA,Hayden Heights,C02M,Audio Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,2716
NA,NA,NA,NA,NA,Hayden Heights,C03M,Video Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,5694
NA,NA,NA,NA,NA,Hayden Heights,C04M,Multi-format Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,15
NA,NA,NA,NA,NA,Hayden Heights,C05M,Other Physical Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,33
NA,NA,NA,NA,NA,Hayden Heights,C06M,Total Materials (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2013,48197
NA,NA,NA,NA,NA,Hayden Heights,C07M,Print Serial Subscriptions,NA,NA,NA,NA,NA,NA,NA,NA,2013,60
NA,NA,NA,NA,NA,Hayden Heights,NA,Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2013,24
NA,NA,NA,NA,NA,Hayden Heights,NA,Mobile Devices,NA,NA,NA,NA,NA,NA,NA,NA,2013,9
NA,NA,NA,NA,NA,Highland,P01M,Population of the Legal Service Area,NA,NA,NA,NA,NA,NA,NA,NA,2013,37210
NA,NA,NA,NA,NA,Highland,P02aM,Registered Borrowers - Residents,NA,NA,NA,NA,NA,NA,NA,NA,2013,29237
NA,NA,NA,NA,NA,Highland,P02bM,Registered Borrowers - Reciprocal,NA,NA,NA,NA,NA,NA,NA,NA,2013,9127
NA,NA,NA,NA,NA,Highland,P02cM,Total Registered Borrowers (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2013,38364
NA,NA,NA,NA,NA,Highland,P04M,Library Visits,NA,NA,NA,NA,NA,NA,NA,NA,2013,222584
NA,NA,NA,NA,NA,Highland,P06M,Reference Transactions,NA,NA,NA,NA,NA,NA,NA,NA,2013,51948
NA,NA,NA,NA,NA,Highland,P08M,Stations,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,Highland,P09M,Users of Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2013,27973
NA,NA,NA,NA,NA,Highland,NA,Wireless Sessions,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,Highland,P15M,Children's Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,172672
NA,NA,NA,NA,NA,Highland,P16M,Children's Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2013,126
NA,NA,NA,NA,NA,Highland,P17M,Children's Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2013,5013
NA,NA,NA,NA,NA,Highland,P18M,Young Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2013,19
NA,NA,NA,NA,NA,Highland,P19M,Young Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2013,243
NA,NA,NA,NA,NA,Highland,P20M,Adult Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,240465
NA,NA,NA,NA,NA,Highland,P21M,Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2013,68
NA,NA,NA,NA,NA,Highland,P22M,Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2013,635
NA,NA,NA,NA,NA,Highland,P23M,Other Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,0
NA,NA,NA,NA,NA,Highland,P24M,Total Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,413137
NA,NA,NA,NA,NA,Highland,NA,Total Programs (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2013,213
NA,NA,NA,NA,NA,Highland,NA,Total Attendance (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2013,5891
NA,NA,NA,NA,NA,Highland,C01M,Print Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,59314
NA,NA,NA,NA,NA,Highland,C02M,Audio Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,3888
NA,NA,NA,NA,NA,Highland,C03M,Video Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,5658
NA,NA,NA,NA,NA,Highland,C04M,Multi-format Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,16
NA,NA,NA,NA,NA,Highland,C05M,Other Physical Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,5
NA,NA,NA,NA,NA,Highland,C06M,Total Materials (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2013,68881
NA,NA,NA,NA,NA,Highland,C07M,Print Serial Subscriptions,NA,NA,NA,NA,NA,NA,NA,NA,2013,84
NA,NA,NA,NA,NA,Highland,NA,Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2013,25
NA,NA,NA,NA,NA,Highland,NA,Mobile Devices,NA,NA,NA,NA,NA,NA,NA,NA,2013,0
NA,NA,NA,NA,NA,Merriam Park,P01M,Population of the Legal Service Area,NA,NA,NA,NA,NA,NA,NA,NA,2013,30547
NA,NA,NA,NA,NA,Merriam Park,P02aM,Registered Borrowers - Residents,NA,NA,NA,NA,NA,NA,NA,NA,2013,20570
NA,NA,NA,NA,NA,Merriam Park,P02bM,Registered Borrowers - Reciprocal,NA,NA,NA,NA,NA,NA,NA,NA,2013,5867
NA,NA,NA,NA,NA,Merriam Park,P02cM,Total Registered Borrowers (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2013,26437
NA,NA,NA,NA,NA,Merriam Park,P04M,Library Visits,NA,NA,NA,NA,NA,NA,NA,NA,2013,138033
NA,NA,NA,NA,NA,Merriam Park,P06M,Reference Transactions,NA,NA,NA,NA,NA,NA,NA,NA,2013,23946
NA,NA,NA,NA,NA,Merriam Park,P08M,Stations,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,Merriam Park,P09M,Users of Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2013,19287
NA,NA,NA,NA,NA,Merriam Park,P15M,Children's Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,118753
NA,NA,NA,NA,NA,Merriam Park,NA,Wireless Sessions,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,Merriam Park,P16M,Children's Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2013,110
NA,NA,NA,NA,NA,Merriam Park,P17M,Children's Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2013,4545
NA,NA,NA,NA,NA,Merriam Park,P18M,Yound Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2013,15
NA,NA,NA,NA,NA,Merriam Park,P19M,Young Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2013,118
NA,NA,NA,NA,NA,Merriam Park,P20M,Adult Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,203803
NA,NA,NA,NA,NA,Merriam Park,P21M,Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2013,43
NA,NA,NA,NA,NA,Merriam Park,P22M,Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2013,628
NA,NA,NA,NA,NA,Merriam Park,P23M,Other Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,0
NA,NA,NA,NA,NA,Merriam Park,P24M,Total Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,322556
NA,NA,NA,NA,NA,Merriam Park,NA,Total Programs (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2013,168
NA,NA,NA,NA,NA,Merriam Park,NA,Total Attendance (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2013,5291
NA,NA,NA,NA,NA,Merriam Park,C01M,Print Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,62256
NA,NA,NA,NA,NA,Merriam Park,C02M,Audio Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,6995
NA,NA,NA,NA,NA,Merriam Park,C03M,Video Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,8859
NA,NA,NA,NA,NA,Merriam Park,C04M,Multi-format Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,9
NA,NA,NA,NA,NA,Merriam Park,C05M,Other Physical Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,15
NA,NA,NA,NA,NA,Merriam Park,C06M,Total Materials (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2013,78134
NA,NA,NA,NA,NA,Merriam Park,C07M,Print Serial Subscriptions,NA,NA,NA,NA,NA,NA,NA,NA,2013,106
NA,NA,NA,NA,NA,Merriam Park,NA,Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2013,20
NA,NA,NA,NA,NA,Merriam Park,NA,Mobile Devices,NA,NA,NA,NA,NA,NA,NA,NA,2013,0
NA,NA,NA,NA,NA,Rice Street,P01M,Population of the Legal Service Area,NA,NA,NA,NA,NA,NA,NA,NA,2013,29755
NA,NA,NA,NA,NA,Rice Street,P02aM,Registered Borrowers - Residents,NA,NA,NA,NA,NA,NA,NA,NA,2013,18745
NA,NA,NA,NA,NA,Rice Street,P02bM,Registered Borrowers - Reciprocal,NA,NA,NA,NA,NA,NA,NA,NA,2013,3677
NA,NA,NA,NA,NA,Rice Street,P02cM,Total Registered Borrowers (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2013,22422
NA,NA,NA,NA,NA,Rice Street,P04M,Library Visits,NA,NA,NA,NA,NA,NA,NA,NA,2013,174974
NA,NA,NA,NA,NA,Rice Street,P06M,Reference Transactions,NA,NA,NA,NA,NA,NA,NA,NA,2013,19604
NA,NA,NA,NA,NA,Rice Street,P08M,Stations,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,Rice Street,P09M,Users of Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2013,27829
NA,NA,NA,NA,NA,Rice Street,NA,Wireless Sessions,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,Rice Street,P15M,Children's Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,38289
NA,NA,NA,NA,NA,Rice Street,P16M,Children's Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2013,116
NA,NA,NA,NA,NA,Rice Street,P17M,Children's Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2013,1625
NA,NA,NA,NA,NA,Rice Street,P18M,Yound Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2013,69
NA,NA,NA,NA,NA,Rice Street,P19M,Young Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2013,1464
NA,NA,NA,NA,NA,Rice Street,P20M,Adult Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,46250
NA,NA,NA,NA,NA,Rice Street,P21M,Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2013,385
NA,NA,NA,NA,NA,Rice Street,P22M,Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2013,1742
NA,NA,NA,NA,NA,Rice Street,P23M,Other Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,0
NA,NA,NA,NA,NA,Rice Street,P24M,Total Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,84539
NA,NA,NA,NA,NA,Rice Street,NA,Total Programs (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2013,570
NA,NA,NA,NA,NA,Rice Street,NA,Total Attendance (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2013,4831
NA,NA,NA,NA,NA,Rice Street,C01M,Print Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,34812
NA,NA,NA,NA,NA,Rice Street,C02M,Audio Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,2675
NA,NA,NA,NA,NA,Rice Street,C03M,Video Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,6791
NA,NA,NA,NA,NA,Rice Street,C04M,Multi-format Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,22
NA,NA,NA,NA,NA,Rice Street,C05M,Other Physical Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,10
NA,NA,NA,NA,NA,Rice Street,C06M,Total Materials (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2013,44310
NA,NA,NA,NA,NA,Rice Street,C07M,Print Serial Subscriptions,NA,NA,NA,NA,NA,NA,NA,NA,2013,42
NA,NA,NA,NA,NA,Rice Street,NA,Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2013,38
NA,NA,NA,NA,NA,Rice Street,NA,Mobile Devices,NA,NA,NA,NA,NA,NA,NA,NA,2013,8
NA,NA,NA,NA,NA,Riverview,P01M,Population of the Legal Service Area,NA,NA,NA,NA,NA,NA,NA,NA,2013,14959
NA,NA,NA,NA,NA,Riverview,P02aM,Registered Borrowers - Residents,NA,NA,NA,NA,NA,NA,NA,NA,2013,11383
NA,NA,NA,NA,NA,Riverview,P02bM,Registered Borrowers - Reciprocal,NA,NA,NA,NA,NA,NA,NA,NA,2013,1894
NA,NA,NA,NA,NA,Riverview,P02cM,Total Registered Borrowers (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2013,13277
NA,NA,NA,NA,NA,Riverview,P04M,Library Visits,NA,NA,NA,NA,NA,NA,NA,NA,2013,74867
NA,NA,NA,NA,NA,Riverview,P06M,Reference Transactions,NA,NA,NA,NA,NA,NA,NA,NA,2013,6474
NA,NA,NA,NA,NA,Riverview,P08M,Stations,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,Riverview,P09M,Users of Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2013,11247
NA,NA,NA,NA,NA,Riverview,NA,Wireless Sessions,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,Riverview,P15M,Children's Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,28727
NA,NA,NA,NA,NA,Riverview,P16M,Children's Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2013,135
NA,NA,NA,NA,NA,Riverview,P17M,Children's Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2013,1745
NA,NA,NA,NA,NA,Riverview,P18M,Yound Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2013,3
NA,NA,NA,NA,NA,Riverview,P19M,Young Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2013,35
NA,NA,NA,NA,NA,Riverview,P20M,Adult Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,32880
NA,NA,NA,NA,NA,Riverview,P21M,Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2013,88
NA,NA,NA,NA,NA,Riverview,P22M,Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2013,1577
NA,NA,NA,NA,NA,Riverview,P23M,Other Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,0
NA,NA,NA,NA,NA,Riverview,P24M,Total Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,61607
NA,NA,NA,NA,NA,Riverview,NA,Total Programs (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2013,226
NA,NA,NA,NA,NA,Riverview,NA,Total Attendance (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2013,3357
NA,NA,NA,NA,NA,Riverview,C01M,Print Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,19268
NA,NA,NA,NA,NA,Riverview,C02M,Audio Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,2424
NA,NA,NA,NA,NA,Riverview,C03M,Video Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,3945
NA,NA,NA,NA,NA,Riverview,C04M,Multi-format Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,Riverview,C05M,Other Physical Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,Riverview,C06M,Total Materials (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2013,25673
NA,NA,NA,NA,NA,Riverview,C07M,Print Serial Subscriptions,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,Riverview,NA,Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2013,15
NA,NA,NA,NA,NA,Riverview,NA,Mobile Devices,NA,NA,NA,NA,NA,NA,NA,NA,2013,1
NA,NA,NA,NA,NA,St. Anthony Park,P01M,Population of the Legal Service Area,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,St. Anthony Park,P02aM,Registered Borrowers - Residents,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,St. Anthony Park,P02bM,Registered Borrowers - Reciprocal,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,St. Anthony Park,P02cM,Total Registered Borrowers (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2013,15950
NA,NA,NA,NA,NA,St. Anthony Park,P04M,Library Visits,NA,NA,NA,NA,NA,NA,NA,NA,2013,73540
NA,NA,NA,NA,NA,St. Anthony Park,P06M,Reference Transactions,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,St. Anthony Park,P08M,Stations,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,St. Anthony Park,P09M,Users of Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2013,6038
NA,NA,NA,NA,NA,St. Anthony Park,NA,Wireless Sessions,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,St. Anthony Park,P15M,Children's Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,64098
NA,NA,NA,NA,NA,St. Anthony Park,P16M,Children's Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2013,105
NA,NA,NA,NA,NA,St. Anthony Park,P17M,Children's Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2013,4384
NA,NA,NA,NA,NA,St. Anthony Park,P18M,Yound Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2013,1
NA,NA,NA,NA,NA,St. Anthony Park,P19M,Young Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2013,4
NA,NA,NA,NA,NA,St. Anthony Park,P20M,Adult Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,55238
NA,NA,NA,NA,NA,St. Anthony Park,P21M,Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2013,65
NA,NA,NA,NA,NA,St. Anthony Park,P22M,Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2013,1021
NA,NA,NA,NA,NA,St. Anthony Park,P23M,Other Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,St. Anthony Park,P24M,Total Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,119336
NA,NA,NA,NA,NA,St. Anthony Park,C01M,Print Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,30823
NA,NA,NA,NA,NA,St. Anthony Park,C02M,Audio Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,St. Anthony Park,C03M,Video Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,3631
NA,NA,NA,NA,NA,St. Anthony Park,C04M,Multi-format Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,St. Anthony Park,C05M,Other Physical Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,St. Anthony Park,C06M,Total Materials (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2013,37176
NA,NA,NA,NA,NA,St. Anthony Park,C07M,Print Serial Subscriptions,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,St. Anthony Park,NA,Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2013,16
NA,NA,NA,NA,NA,St. Anthony Park,NA,Mobile Devices,NA,NA,NA,NA,NA,NA,NA,NA,2013,1
NA,NA,NA,NA,NA,St. Paul Bookmobile,P01M,Population of the Legal Service Area,NA,NA,NA,NA,NA,NA,NA,NA,2013,0
NA,NA,NA,NA,NA,St. Paul Bookmobile,P02aM,Registered Borrowers - Residents,NA,NA,NA,NA,NA,NA,NA,NA,2013,10053
NA,NA,NA,NA,NA,St. Paul Bookmobile,P02bM,Registered Borrowers - Reciprocal,NA,NA,NA,NA,NA,NA,NA,NA,2013,683
NA,NA,NA,NA,NA,St. Paul Bookmobile,P02cM,Total Registered Borrowers (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2013,10736
NA,NA,NA,NA,NA,St. Paul Bookmobile,P04M,Library Visits,NA,NA,NA,NA,NA,NA,NA,NA,2013,142279
NA,NA,NA,NA,NA,St. Paul Bookmobile,P06M,Reference Transactions,NA,NA,NA,NA,NA,NA,NA,NA,2013,32838
NA,NA,NA,NA,NA,St. Paul Bookmobile,P08M,Stations,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,St. Paul Bookmobile,P09M,Users of Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2013,0
NA,NA,NA,NA,NA,St. Paul Bookmobile,P15M,Children's Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,81855
NA,NA,NA,NA,NA,St. Paul Bookmobile,P16M,Children's Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2013,1330
NA,NA,NA,NA,NA,St. Paul Bookmobile,P17M,Children's Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2013,26238
NA,NA,NA,NA,NA,St. Paul Bookmobile,P18M,Young Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2013,1
NA,NA,NA,NA,NA,St. Paul Bookmobile,P19M,Young Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2013,2
NA,NA,NA,NA,NA,St. Paul Bookmobile,P20M,Adult Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,43918
NA,NA,NA,NA,NA,St. Paul Bookmobile,P21M,Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2013,1
NA,NA,NA,NA,NA,St. Paul Bookmobile,P22M,Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2013,56
NA,NA,NA,NA,NA,St. Paul Bookmobile,P23M,Other Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,0
NA,NA,NA,NA,NA,St. Paul Bookmobile,P24M,Total Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,125773
NA,NA,NA,NA,NA,St. Paul Bookmobile,NA,Total Programs,NA,NA,NA,NA,NA,NA,NA,NA,2013,1332
NA,NA,NA,NA,NA,St. Paul Bookmobile,C01M,Print Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,16019
NA,NA,NA,NA,NA,St. Paul Bookmobile,C02M,Audio Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,576
NA,NA,NA,NA,NA,St. Paul Bookmobile,C03M,Video Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,3957
NA,NA,NA,NA,NA,St. Paul Bookmobile,C04M,Multi-format Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,1
NA,NA,NA,NA,NA,St. Paul Bookmobile,C05M,Other Physical Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,5
NA,NA,NA,NA,NA,St. Paul Bookmobile,C06M,Total Materials (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2013,20558
NA,NA,NA,NA,NA,St. Paul Bookmobile,C07M,Print Serial Subscriptions,NA,NA,NA,NA,NA,NA,NA,NA,2013,24
NA,NA,NA,NA,NA,St. Paul Bookmobile,NA,Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,St. Paul Bookmobile,NA,Mobile Devices,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
